Date,Open,High,Low,Close,Adj Close,Volume
2000-02-09,5560.000000,5720.000000,5480.000000,5720.000000,4247.506836,51050000
2000-02-10,5660.000000,5880.000000,5600.000000,5760.000000,4277.210938,61845000
2000-02-11,5960.000000,5960.000000,5680.000000,5700.000000,4232.656738,34660000
2000-02-14,5600.000000,5660.000000,5340.000000,5380.000000,3995.034912,44140000
2000-02-15,5380.000000,5420.000000,5140.000000,5200.000000,3861.370605,38315000
2000-02-16,5180.000000,5200.000000,4780.000000,5000.000000,3712.855957,73115000
2000-02-17,4940.000000,5100.000000,4910.000000,5080.000000,3772.262207,65185000
2000-02-18,5370.000000,5630.000000,5160.000000,5300.000000,3935.625732,108750000
2000-02-21,5200.000000,5260.000000,5030.000000,5070.000000,3764.836914,26485000
2000-02-22,5000.000000,5240.000000,5000.000000,5120.000000,3801.964111,24180000
2000-02-23,5220.000000,5260.000000,5100.000000,5140.000000,3816.815918,27720000
2000-02-24,5120.000000,5240.000000,5060.000000,5070.000000,3764.836914,26075000
2000-02-25,5080.000000,5150.000000,4980.000000,5120.000000,3801.964111,27875000
2000-02-28,5000.000000,5050.000000,4800.000000,4800.000000,3564.342041,30140000
2000-02-29,4900.000000,5140.000000,4840.000000,5120.000000,3801.964111,51820000
2000-03-01,5120.000000,5120.000000,5120.000000,5120.000000,3801.964111,0
2000-03-02,5880.000000,5880.000000,5520.000000,5880.000000,4366.319336,117750000
2000-03-03,6200.000000,6250.000000,5880.000000,6000.000000,4455.429688,140990000
2000-03-06,6000.000000,6050.000000,5600.000000,5640.000000,4188.102051,39150000
2000-03-07,5600.000000,5640.000000,5480.000000,5620.000000,4173.249512,30070000
2000-03-08,5520.000000,6000.000000,5500.000000,5920.000000,4396.021484,32460000
2000-03-09,5970.000000,5980.000000,5620.000000,5620.000000,4173.249512,55890000
2000-03-10,5790.000000,5800.000000,5520.000000,5540.000000,4113.844238,28605000
2000-03-13,5480.000000,5490.000000,5160.000000,5180.000000,3846.518555,32215000
2000-03-14,5170.000000,5380.000000,5160.000000,5210.000000,3868.796387,30060000
2000-03-15,5200.000000,5400.000000,5120.000000,5400.000000,4009.883789,46105000
2000-03-16,5480.000000,5520.000000,5360.000000,5400.000000,4009.883789,28795000
2000-03-17,5540.000000,5560.000000,5400.000000,5480.000000,4069.291016,24080000
2000-03-20,5600.000000,5710.000000,5530.000000,5660.000000,4202.952637,26365000
2000-03-21,5700.000000,5940.000000,5610.000000,5880.000000,4366.319336,44925000
2000-03-22,5960.000000,6300.000000,5880.000000,6200.000000,4603.941895,86975000
2000-03-23,6480.000000,6580.000000,6200.000000,6200.000000,4603.941895,64950000
2000-03-24,6320.000000,7120.000000,6180.000000,6800.000000,5049.483398,90260000
2000-03-27,6960.000000,7040.000000,6700.000000,6800.000000,5049.483398,67730000
2000-03-28,6900.000000,7260.000000,6820.000000,7030.000000,5220.275391,74425000
2000-03-29,7030.000000,7680.000000,6980.000000,7660.000000,5688.094727,78090000
2000-03-30,7520.000000,7560.000000,7050.000000,7050.000000,5235.127930,74645000
2000-03-31,6800.000000,7070.000000,6650.000000,6700.000000,4975.229004,63855000
2000-04-03,6920.000000,7320.000000,6860.000000,7100.000000,5272.254883,56805000
2000-04-04,7000.000000,7290.000000,6660.000000,6800.000000,5049.483398,58340000
2000-04-05,6800.000000,6800.000000,6800.000000,6800.000000,5049.483398,0
2000-04-06,6860.000000,6960.000000,6680.000000,6680.000000,4960.375488,47235000
2000-04-07,6860.000000,7260.000000,6780.000000,7200.000000,5346.512695,42355000
2000-04-10,7500.000000,7500.000000,7200.000000,7300.000000,5420.770996,35885000
2000-04-11,7200.000000,7200.000000,6950.000000,7100.000000,5272.254883,29075000
2000-04-12,6960.000000,7030.000000,6860.000000,6910.000000,5131.167969,35250000
2000-04-13,6910.000000,6910.000000,6910.000000,6910.000000,5131.167969,0
2000-04-14,6600.000000,6680.000000,6260.000000,6260.000000,4648.496582,62365000
2000-04-17,5420.000000,5750.000000,5340.000000,5520.000000,4098.993164,78050000
2000-04-18,6200.000000,6240.000000,5860.000000,6040.000000,4485.130859,73730000
2000-04-19,6300.000000,6460.000000,5860.000000,6000.000000,4455.429688,60615000
2000-04-20,5960.000000,6160.000000,5920.000000,6020.000000,4470.278320,37335000
2000-04-21,6060.000000,6180.000000,5970.000000,6050.000000,4492.556152,26425000
2000-04-24,5970.000000,6030.000000,5760.000000,5800.000000,4306.914063,27830000
2000-04-25,5620.000000,5760.000000,5520.000000,5640.000000,4188.102051,34900000
2000-04-26,5820.000000,5860.000000,5600.000000,5600.000000,4158.397949,39290000
2000-04-27,5520.000000,5700.000000,5400.000000,5400.000000,4009.883789,54110000
2000-04-28,5500.000000,6100.000000,5460.000000,6000.000000,4455.429688,75530000
2000-05-01,6000.000000,6000.000000,6000.000000,6000.000000,4455.429688,0
2000-05-02,6200.000000,6530.000000,6120.000000,6280.000000,4663.350098,72335000
2000-05-03,6240.000000,6260.000000,6090.000000,6180.000000,4589.090332,26585000
2000-05-04,6220.000000,6360.000000,6140.000000,6180.000000,4589.090332,26100000
2000-05-05,6180.000000,6180.000000,6180.000000,6180.000000,4589.090332,0
2000-05-08,6400.000000,6700.000000,6300.000000,6560.000000,4871.268066,52695000
2000-05-09,6560.000000,6560.000000,6560.000000,6560.000000,4871.268066,0
2000-05-10,6320.000000,6390.000000,6270.000000,6350.000000,4715.328125,27620000
2000-05-11,6350.000000,6350.000000,6350.000000,6350.000000,4715.328125,0
2000-05-12,6420.000000,6440.000000,6160.000000,6160.000000,4574.239258,47170000
2000-05-15,6290.000000,6530.000000,6220.000000,6440.000000,4782.159668,47120000
2000-05-16,6510.000000,6800.000000,6510.000000,6800.000000,5049.483398,39620000
2000-05-17,7000.000000,7340.000000,6920.000000,6920.000000,5138.593262,76235000
2000-05-18,6740.000000,7000.000000,6680.000000,6800.000000,5049.483398,36580000
2000-05-19,6740.000000,6900.000000,6600.000000,6900.000000,5123.741211,41450000
2000-05-22,6720.000000,6830.000000,6620.000000,6670.000000,4952.950195,36385000
2000-05-23,6500.000000,6700.000000,6350.000000,6380.000000,4737.604980,41290000
2000-05-24,6160.000000,6370.000000,5920.000000,6200.000000,4603.941895,72150000
2000-05-25,6330.000000,6380.000000,5930.000000,6000.000000,4455.429688,85965000
2000-05-26,5900.000000,5990.000000,5600.000000,5600.000000,4158.397949,67100000
2000-05-29,5260.000000,5680.000000,5240.000000,5460.000000,4054.439209,67130000
2000-05-30,5460.000000,5460.000000,5460.000000,5460.000000,4054.439209,0
2000-05-31,6000.000000,6290.000000,5960.000000,6160.000000,4574.239258,83935000
2000-06-01,6200.000000,6410.000000,6120.000000,6300.000000,4678.200684,50230000
2000-06-02,6690.000000,6900.000000,6510.000000,6620.000000,4915.822266,84385000
2000-06-05,6920.000000,6980.000000,6680.000000,6740.000000,5004.929688,48010000
2000-06-06,6740.000000,6740.000000,6740.000000,6740.000000,5004.929688,0
2000-06-07,6600.000000,6980.000000,6510.000000,6800.000000,5049.483398,53365000
2000-06-08,6660.000000,6960.000000,6530.000000,6530.000000,4848.991699,58550000
2000-06-09,6600.000000,7040.000000,6530.000000,7020.000000,5212.851563,63860000
2000-06-12,7200.000000,7280.000000,7030.000000,7190.000000,5339.086914,49515000
2000-06-13,7060.000000,7100.000000,6870.000000,7060.000000,5242.552246,42495000
2000-06-14,7230.000000,7640.000000,7090.000000,7640.000000,5673.245117,63020000
2000-06-15,7560.000000,7560.000000,7000.000000,7000.000000,5197.998535,61225000
2000-06-16,6900.000000,6960.000000,6710.000000,6740.000000,5004.929688,66455000
2000-06-19,6600.000000,6950.000000,6550.000000,6700.000000,4975.229004,53560000
2000-06-20,6940.000000,7180.000000,6830.000000,7140.000000,5301.959473,59790000
2000-06-21,7300.000000,7380.000000,7070.000000,7080.000000,5257.404785,37585000
2000-06-22,7240.000000,7270.000000,6960.000000,7040.000000,5227.701660,33635000
2000-06-23,6980.000000,7010.000000,6860.000000,7000.000000,5197.998535,29215000
2000-06-26,7100.000000,7360.000000,6990.000000,7210.000000,5353.938477,39980000
2000-06-27,7320.000000,7440.000000,7190.000000,7310.000000,5428.195801,45535000
2000-06-28,7220.000000,7540.000000,7220.000000,7520.000000,5584.135254,47295000
2000-06-29,7600.000000,7740.000000,7380.000000,7490.000000,5561.857422,61120000
2000-06-30,7440.000000,7540.000000,7290.000000,7380.000000,5480.175293,35250000
2000-07-03,7440.000000,7550.000000,7420.000000,7500.000000,5569.285645,25975000
2000-07-04,7600.000000,7620.000000,7350.000000,7350.000000,5457.898438,32810000
2000-07-05,7390.000000,7520.000000,7350.000000,7430.000000,5517.304688,24895000
2000-07-06,7240.000000,7350.000000,7180.000000,7300.000000,5420.770996,60340000
2000-07-07,7340.000000,7460.000000,7230.000000,7360.000000,5465.325195,40580000
2000-07-10,7440.000000,7630.000000,7410.000000,7600.000000,5643.541504,42505000
2000-07-11,7580.000000,7740.000000,7450.000000,7450.000000,5532.156250,34945000
2000-07-12,7520.000000,7660.000000,7460.000000,7640.000000,5673.245117,40140000
2000-07-13,7700.000000,7880.000000,7570.000000,7760.000000,5762.353516,48805000
2000-07-14,7780.000000,7840.000000,7540.000000,7550.000000,5606.411133,30425000
2000-07-17,7550.000000,7550.000000,7550.000000,7550.000000,5606.411133,0
2000-07-18,7550.000000,7620.000000,7440.000000,7460.000000,5539.581055,19605000
2000-07-19,7550.000000,7620.000000,7440.000000,7460.000000,5539.581055,19605000
2000-07-20,7060.000000,7110.000000,6840.000000,6900.000000,5123.741211,40315000
2000-07-21,6960.000000,7050.000000,6760.000000,6920.000000,5138.593262,48395000
2000-07-24,6640.000000,6740.000000,6360.000000,6380.000000,4737.604980,49015000
2000-07-25,6310.000000,6400.000000,6120.000000,6280.000000,4663.350098,56735000
2000-07-26,6400.000000,6580.000000,6360.000000,6550.000000,4863.840332,54745000
2000-07-27,6220.000000,6360.000000,6100.000000,6230.000000,4626.219727,43540000
2000-07-28,5800.000000,5910.000000,5710.000000,5730.000000,4254.934082,83035000
2000-07-31,5730.000000,5910.000000,5550.000000,5900.000000,4381.170410,46615000
2000-08-01,5960.000000,6270.000000,5870.000000,6220.000000,4618.792969,53120000
2000-08-02,6100.000000,6170.000000,5930.000000,6070.000000,4507.407715,37190000
2000-08-03,6180.000000,6180.000000,5970.000000,6030.000000,4477.705078,27815000
2000-08-04,5930.000000,6010.000000,5850.000000,5920.000000,4396.021484,23605000
2000-08-07,5740.000000,5770.000000,5580.000000,5580.000000,4143.547852,28765000
2000-08-08,5660.000000,5750.000000,5570.000000,5580.000000,4143.547852,33475000
2000-08-09,5680.000000,6040.000000,5680.000000,6000.000000,4455.429688,39570000
2000-08-10,6000.000000,6160.000000,5860.000000,6160.000000,4574.239258,40830000
2000-08-11,6000.000000,6070.000000,5880.000000,5960.000000,4425.723633,33840000
2000-08-14,6060.000000,6160.000000,6000.000000,6020.000000,4470.278320,23730000
2000-08-15,6020.000000,6020.000000,6020.000000,6020.000000,4470.278320,0
2000-08-16,6500.000000,6530.000000,6330.000000,6420.000000,4767.307617,51915000
2000-08-17,6480.000000,6560.000000,6340.000000,6440.000000,4782.159668,36345000
2000-08-18,6500.000000,6520.000000,6200.000000,6200.000000,4603.941895,21370000
2000-08-21,6200.000000,6340.000000,6190.000000,6270.000000,4655.921387,20950000
2000-08-22,6260.000000,6470.000000,6240.000000,6460.000000,4797.010742,27710000
2000-08-23,6450.000000,6450.000000,6160.000000,6190.000000,4596.514160,27905000
2000-08-24,6260.000000,6300.000000,6100.000000,6220.000000,4618.792969,31700000
2000-08-25,6180.000000,6400.000000,6110.000000,6400.000000,4752.457520,21960000
2000-08-28,6340.000000,6380.000000,6260.000000,6330.000000,4700.476074,17630000
2000-08-29,6320.000000,6380.000000,6160.000000,6220.000000,4618.792969,16765000
2000-08-30,6140.000000,6190.000000,6020.000000,6030.000000,4477.705078,23735000
2000-08-31,5900.000000,5900.000000,5380.000000,5470.000000,4061.865234,114120000
2000-09-01,5540.000000,5600.000000,5420.000000,5540.000000,4113.844238,49955000
2000-09-04,5440.000000,5550.000000,5310.000000,5340.000000,3965.331299,28625000
2000-09-05,5260.000000,5340.000000,5030.000000,5150.000000,3824.241455,79765000
2000-09-06,5200.000000,5280.000000,5090.000000,5150.000000,3824.241455,53120000
2000-09-07,4940.000000,4980.000000,4760.000000,4790.000000,3556.916748,83905000
2000-09-08,4900.000000,4930.000000,4790.000000,4880.000000,3623.748535,57170000
2000-09-11,4880.000000,4880.000000,4880.000000,4880.000000,3623.748535,0
2000-09-12,4880.000000,4880.000000,4880.000000,4880.000000,3623.748535,0
2000-09-13,4880.000000,4880.000000,4880.000000,4880.000000,3623.748535,0
2000-09-14,4600.000000,4710.000000,4440.000000,4710.000000,3497.509766,106130000
2000-09-15,4500.000000,4620.000000,4300.000000,4350.000000,3230.185547,82695000
2000-09-18,4010.000000,4120.000000,3700.000000,3970.000000,2948.007813,146305000
2000-09-19,3990.000000,4370.000000,3900.000000,4160.000000,3089.096436,100525000
2000-09-20,4600.000000,4660.000000,4460.000000,4600.000000,3415.827637,103410000
2000-09-21,4590.000000,4660.000000,4320.000000,4400.000000,3267.313232,65445000
2000-09-22,3840.000000,4050.000000,3780.000000,3800.000000,2821.770752,103265000
2000-09-25,3880.000000,4110.000000,3840.000000,4090.000000,3037.116455,65985000
2000-09-26,3900.000000,4040.000000,3900.000000,4000.000000,2970.284424,58430000
2000-09-27,4000.000000,4100.000000,3960.000000,4030.000000,2992.562500,69795000
2000-09-28,4100.000000,4190.000000,4030.000000,4060.000000,3014.839355,52470000
2000-09-29,4120.000000,4120.000000,3940.000000,4040.000000,2999.987549,57535000
2000-10-02,3840.000000,3880.000000,3760.000000,3810.000000,2829.196777,41120000
2000-10-03,3810.000000,3810.000000,3810.000000,3810.000000,2829.196777,0
2000-10-04,3700.000000,3950.000000,3590.000000,3890.000000,2888.602051,82635000
2000-10-05,4020.000000,4080.000000,3940.000000,3940.000000,2925.730713,62745000
2000-10-06,3800.000000,3900.000000,3760.000000,3900.000000,2896.027588,54935000
2000-10-09,3820.000000,3840.000000,3680.000000,3690.000000,2740.087646,63195000
2000-10-10,3700.000000,3810.000000,3590.000000,3660.000000,2717.810547,62145000
2000-10-11,3450.000000,3460.000000,3210.000000,3220.000000,2391.079834,103605000
2000-10-12,3140.000000,3280.000000,3140.000000,3140.000000,2331.675049,79535000
2000-10-13,3000.000000,3090.000000,2830.000000,3030.000000,2249.991211,115295000
2000-10-16,3030.000000,3030.000000,3030.000000,3030.000000,2249.991211,0
2000-10-17,2980.000000,3080.000000,2730.000000,2740.000000,2034.645508,65300000
2000-10-18,2540.000000,2760.000000,2420.000000,2730.000000,2027.219604,164215000
2000-10-19,2730.000000,3050.000000,2690.000000,2900.000000,2153.457031,137720000
2000-10-20,3240.000000,3330.000000,3190.000000,3330.000000,2472.762207,118825000
2000-10-23,3490.000000,3520.000000,3160.000000,3200.000000,2376.228760,139960000
2000-10-24,3180.000000,3420.000000,3100.000000,3340.000000,2480.187744,97115000
2000-10-25,3200.000000,3260.000000,3130.000000,3210.000000,2383.653809,68730000
2000-10-26,2930.000000,3030.000000,2740.000000,2890.000000,2146.030273,133290000
2000-10-27,2890.000000,2890.000000,2890.000000,2890.000000,2146.030273,0
2000-10-30,2800.000000,2880.000000,2720.000000,2750.000000,2042.070801,36830000
2000-10-31,2750.000000,2850.000000,2630.000000,2850.000000,2116.328369,63190000
2000-11-01,3000.000000,3270.000000,2960.000000,3260.000000,2420.781250,94165000
2000-11-02,3200.000000,3430.000000,3170.000000,3320.000000,2465.336670,123180000
2000-11-03,3420.000000,3470.000000,3370.000000,3440.000000,2554.445068,80420000
2000-11-06,3460.000000,3670.000000,3380.000000,3510.000000,2606.425781,71865000
2000-11-07,3460.000000,3550.000000,3380.000000,3440.000000,2554.445068,53740000
2000-11-08,3400.000000,3460.000000,3280.000000,3410.000000,2532.167725,58215000
2000-11-09,3300.000000,3430.000000,3260.000000,3400.000000,2524.741699,52305000
2000-11-10,3360.000000,3440.000000,3320.000000,3380.000000,2509.890869,35140000
2000-11-13,3220.000000,3260.000000,3100.000000,3150.000000,2339.100342,51070000
2000-11-14,3210.000000,3320.000000,3210.000000,3290.000000,2443.059082,31755000
2000-11-15,3450.000000,3460.000000,3320.000000,3390.000000,2517.316162,55720000
2000-11-16,3400.000000,3420.000000,3250.000000,3280.000000,2435.634033,37420000
2000-11-17,3180.000000,3230.000000,3150.000000,3220.000000,2391.079834,36225000
2000-11-20,3160.000000,3210.000000,3100.000000,3100.000000,2301.970947,26795000
2000-11-21,3080.000000,3170.000000,2970.000000,3160.000000,2346.525391,51620000
2000-11-22,3100.000000,3220.000000,3080.000000,3140.000000,2331.675049,37710000
2000-11-23,3140.000000,3260.000000,3140.000000,3210.000000,2383.653809,44645000
2000-11-24,3310.000000,3400.000000,3270.000000,3400.000000,2524.741699,45530000
2000-11-27,3600.000000,3800.000000,3570.000000,3780.000000,2806.918945,100220000
2000-11-28,3650.000000,3650.000000,3500.000000,3520.000000,2613.850830,59770000
2000-11-29,3300.000000,3350.000000,3200.000000,3220.000000,2391.079834,54300000
2000-11-30,3220.000000,3290.000000,3150.000000,3240.000000,2405.931152,63315000
2000-12-01,3080.000000,3220.000000,3040.000000,3180.000000,2361.376221,96425000
2000-12-04,3220.000000,3250.000000,3080.000000,3100.000000,2301.970947,51875000
2000-12-05,3160.000000,3250.000000,3120.000000,3240.000000,2405.931152,58400000
2000-12-06,3410.000000,3430.000000,3210.000000,3210.000000,2383.653809,95890000
2000-12-07,3210.000000,3260.000000,3160.000000,3260.000000,2420.781250,43020000
2000-12-08,3260.000000,3390.000000,3260.000000,3370.000000,2502.464844,47575000
2000-12-11,3480.000000,3630.000000,3480.000000,3580.000000,2658.404785,70575000
2000-12-12,3580.000000,3650.000000,3500.000000,3500.000000,2598.999268,73745000
2000-12-13,3500.000000,3780.000000,3500.000000,3780.000000,2806.918945,84140000
2000-12-14,3620.000000,3680.000000,3560.000000,3620.000000,2688.107910,66965000
2000-12-15,3620.000000,3640.000000,3480.000000,3490.000000,2591.573975,52960000
2000-12-18,3500.000000,3590.000000,3490.000000,3560.000000,2643.553711,34350000
2000-12-19,3560.000000,3570.000000,3510.000000,3530.000000,2621.276123,25445000
2000-12-20,3420.000000,3450.000000,3320.000000,3340.000000,2480.187744,53675000
2000-12-21,3120.000000,3300.000000,3070.000000,3240.000000,2405.931152,76625000
2000-12-22,3240.000000,3300.000000,3130.000000,3140.000000,2331.675049,63760000
2000-12-25,3140.000000,3140.000000,3140.000000,3140.000000,2331.675049,0
2000-12-26,3230.000000,3240.000000,3160.000000,3160.000000,2346.525391,60430000
2000-12-27,3160.000000,3160.000000,3160.000000,3160.000000,2346.525391,0
2000-12-28,3160.000000,3160.000000,3160.000000,3160.000000,2346.525391,0
2000-12-29,3160.000000,3160.000000,3160.000000,3160.000000,2346.525391,0
2001-01-01,3160.000000,3160.000000,3160.000000,3160.000000,2346.525391,0
2001-01-02,3160.000000,3380.000000,3140.000000,3350.000000,2487.614502,39455000
2001-01-03,3230.000000,3420.000000,3220.000000,3370.000000,2502.464844,37855000
2001-01-04,3790.000000,3870.000000,3660.000000,3780.000000,2806.918945,119910000
2001-01-05,3760.000000,3920.000000,3700.000000,3900.000000,2896.027588,78135000
2001-01-08,3820.000000,3910.000000,3780.000000,3880.000000,2881.176758,42295000
2001-01-09,3830.000000,3860.000000,3710.000000,3840.000000,2851.474121,46280000
2001-01-10,3780.000000,3810.000000,3700.000000,3710.000000,2754.938965,41235000
2001-01-11,3790.000000,3790.000000,3640.000000,3640.000000,2702.959473,31410000
2001-01-12,3800.000000,3890.000000,3770.000000,3840.000000,2851.474121,52900000
2001-01-15,3860.000000,4020.000000,3840.000000,3920.000000,2910.880127,51460000
2001-01-16,3960.000000,4200.000000,3850.000000,4140.000000,3074.244873,52065000
2001-01-17,4060.000000,4240.000000,4060.000000,4220.000000,3133.650635,52570000
2001-01-18,4240.000000,4530.000000,4240.000000,4400.000000,3267.313232,57685000
2001-01-19,4700.000000,4700.000000,4520.000000,4600.000000,3415.827637,54245000
2001-01-22,4600.000000,4600.000000,4470.000000,4550.000000,3378.698486,42250000
2001-01-23,4550.000000,4550.000000,4550.000000,4550.000000,3378.698486,0
2001-01-24,4550.000000,4550.000000,4550.000000,4550.000000,3378.698486,0
2001-01-25,4550.000000,4550.000000,4550.000000,4550.000000,3378.698486,0
2001-01-26,4450.000000,4480.000000,3970.000000,3980.000000,2955.434082,91025000
2001-01-29,4000.000000,4100.000000,3960.000000,4020.000000,2985.136719,47245000
2001-01-30,4100.000000,4170.000000,4070.000000,4110.000000,3051.967041,39350000
2001-01-31,4090.000000,4400.000000,4090.000000,4400.000000,3267.313232,53045000
2001-02-01,4270.000000,4420.000000,4190.000000,4270.000000,3170.779053,39730000
2001-02-02,4290.000000,4390.000000,4220.000000,4290.000000,3185.631104,27330000
2001-02-05,4170.000000,4200.000000,3990.000000,4030.000000,2992.562500,47135000
2001-02-06,3980.000000,4020.000000,3910.000000,4010.000000,2977.711182,31545000
2001-02-07,3960.000000,3990.000000,3900.000000,3900.000000,2896.027588,23130000
2001-02-08,3920.000000,4060.000000,3890.000000,4060.000000,3014.839355,34685000
2001-02-09,4040.000000,4100.000000,3980.000000,4070.000000,3022.264893,25230000
2001-02-12,3840.000000,4050.000000,3840.000000,3970.000000,2948.007813,36110000
2001-02-13,4040.000000,4100.000000,3970.000000,3980.000000,2955.434082,22295000
2001-02-14,3920.000000,4040.000000,3900.000000,3980.000000,2955.434082,19710000
2001-02-15,4200.000000,4210.000000,4100.000000,4130.000000,3066.819092,34930000
2001-02-16,4150.000000,4310.000000,4130.000000,4250.000000,3155.927734,46375000
2001-02-19,4180.000000,4210.000000,4100.000000,4190.000000,3111.373535,22880000
2001-02-20,4190.000000,4280.000000,4180.000000,4240.000000,3148.501709,18175000
2001-02-21,4160.000000,4200.000000,4140.000000,4160.000000,3089.096436,19500000
2001-02-22,4080.000000,4100.000000,3940.000000,4010.000000,2977.711182,43605000
2001-02-23,3920.000000,3970.000000,3830.000000,3840.000000,2851.474121,76855000
2001-02-26,3850.000000,3860.000000,3780.000000,3840.000000,2851.474121,35665000
2001-02-27,3840.000000,3940.000000,3790.000000,3790.000000,2814.344482,38695000
2001-02-28,3700.000000,3780.000000,3700.000000,3740.000000,2777.216309,28715000
2001-03-01,3740.000000,3740.000000,3740.000000,3740.000000,2777.216309,0
2001-03-02,3700.000000,3700.000000,3580.000000,3610.000000,2680.681885,44500000
2001-03-05,3530.000000,3720.000000,3530.000000,3720.000000,2762.365723,24620000
2001-03-06,3820.000000,3850.000000,3760.000000,3800.000000,2821.770752,25500000
2001-03-07,3960.000000,4010.000000,3900.000000,4000.000000,2970.284424,52640000
2001-03-08,3950.000000,4010.000000,3910.000000,4010.000000,2977.711182,31360000
2001-03-09,3940.000000,3940.000000,3820.000000,3840.000000,2851.474121,30800000
2001-03-12,3700.000000,3760.000000,3650.000000,3670.000000,2725.236572,38610000
2001-03-13,3570.000000,3650.000000,3540.000000,3640.000000,2702.959473,33815000
2001-03-14,3640.000000,3640.000000,3640.000000,3640.000000,2702.959473,0
2001-03-15,3790.000000,3930.000000,3760.000000,3920.000000,2910.880127,29370000
2001-03-16,3880.000000,3920.000000,3830.000000,3890.000000,2888.602051,23315000
2001-03-19,3810.000000,3880.000000,3770.000000,3800.000000,2821.770752,24865000
2001-03-20,3900.000000,3920.000000,3820.000000,3820.000000,2836.622559,21455000
2001-03-21,3720.000000,3900.000000,3700.000000,3870.000000,2873.751221,40550000
2001-03-22,3980.000000,3990.000000,3920.000000,3980.000000,2955.434082,37465000
2001-03-23,4090.000000,4370.000000,4080.000000,4300.000000,3193.056396,91755000
2001-03-26,4400.000000,4430.000000,4340.000000,4340.000000,3222.758545,42870000
2001-03-27,4300.000000,4310.000000,4120.000000,4150.000000,3081.670898,31345000
2001-03-28,4260.000000,4260.000000,4150.000000,4150.000000,3081.670898,26075000
2001-03-29,4090.000000,4180.000000,4040.000000,4090.000000,3037.116455,29920000
2001-03-30,4110.000000,4170.000000,4040.000000,4160.000000,3089.096436,30100000
2001-04-02,4040.000000,4100.000000,3960.000000,3990.000000,2962.859375,39140000
2001-04-03,3810.000000,3870.000000,3790.000000,3800.000000,2821.770752,46070000
2001-04-04,3700.000000,3740.000000,3630.000000,3660.000000,2717.810547,62280000
2001-04-05,3660.000000,3660.000000,3660.000000,3660.000000,2717.810547,0
2001-04-06,3960.000000,3960.000000,3780.000000,3840.000000,2851.474121,85290000
2001-04-09,3790.000000,3810.000000,3710.000000,3710.000000,2754.938965,25840000
2001-04-10,3710.000000,3740.000000,3610.000000,3640.000000,2702.959473,39175000
2001-04-11,3780.000000,3800.000000,3720.000000,3720.000000,2762.365723,44515000
2001-04-12,3940.000000,4090.000000,3900.000000,4010.000000,2977.711182,73660000
2001-04-13,4100.000000,4150.000000,4030.000000,4060.000000,3014.839355,38840000
2001-04-16,4060.000000,4080.000000,3940.000000,3940.000000,2925.730713,10200000
2001-04-17,3920.000000,4020.000000,3850.000000,3970.000000,2948.007813,16815000
2001-04-18,4110.000000,4280.000000,4070.000000,4280.000000,3178.203857,47790000
2001-04-19,4620.000000,4920.000000,4580.000000,4700.000000,3490.084961,131305000
2001-04-20,4720.000000,4780.000000,4490.000000,4490.000000,3334.145508,44905000
2001-04-23,4490.000000,4610.000000,4470.000000,4540.000000,3371.273682,31785000
2001-04-24,4410.000000,4420.000000,4330.000000,4400.000000,3267.313232,31185000
